demandait,demander
moments,moment
furent,être
serais,être
mettait,mettre
garçons,garçon
attendant,attendre
joues,joue
aura,avoir
vêtements,vêtement
puisse,pouvoir
commençait,commencer
visages,visage
attend,attendre
armes,arme
frères,frère
commencé,commencer
regardant,regarder
décidé,décider
agit,agir
venaient,venir
douce,doux
journaux,journal
croyait,croire
troupes,troupe
souviens,souvenir
blancs,blanc
aimé,aimer
parut,paraître
basse,bas
mauvaise,mauvais
disais,dire
pierres,pierre
finit,finir
revint,revenir
monte,monter
prends,prendre
certaine,certain
sentit,sentir
pensais,penser
images,image
auraient,avoir
vaut,valoir
peuvent,pouvoir
posé,poser
côtés,côté
chevaux,cheval
changé,changer
regards,regard
noms,nom
fallu,falloir
sorti,sortir
laissa,laisser
lunettes,lunette
alla,aller
histoires,histoire
pouvaient,pouvoir
cherche,chercher
morts,mort
nuits,nuit
posa,poser
longs,long
oiseaux,oiseau
pourrais,pouvoir
personnes,personne
pattes,patte
nouvelles,nouveau
beaux,beau
derniers,dernier
entendit,entendre
entend,entendre
entière,entier
ouverte,ouvert
viennent,venir
noires,noir
forte,fort
montait,monter
belles,beau
attends,attendre
resté,rester
voitures,voiture
têtes,tête
bonnes,bon
retourna,retourner
branches,branche
allemands,allemand
raisons,raison
lignes,ligne
faudra,falloir
devaient,devoir
cessé,cesser
jeta,jeter
passant,passer
fasse,faire
tourne,tourner
blanches,blanc
faisais,faire
venue,venir
tombe,tomber
continuait,continuer
premières,premier
répondu,répondre
quitté,quitter
camarades,camarade
croit,croire
suffit,suffire
pages,page
fera,faire
trouva,trouver
seraient,être
devient,devenir
traits,trait
faite,faire
disparu,disparaître
tourna,tourner
sort,sortir
papiers,papier
laissant,laisser
murmura,murmurer
moyens,moyen
bruits,bruit
rendait,rendre
événements,événement
heureuse,heureux
lu,lire
existe,exister
rappelle,rappeler
propres,propre
croyais,croire
allé,aller
objets,objet
aimais,aimer
bons,bon
connaît,connaître
revenait,revenir
vécu,vivre
lourde,lourd
sûre,sûr
paupières,paupière
ouvert,ouvrir
reçu,recevoir
ordres,ordre
kilomètres,kilomètre
semblaient,sembler
réussi,réussir
cria,crier
vieilles,vieux
secondes,seconde
tire,tirer
croyez,croire
retrouvé,retrouver
plaît,plaire
verres,verre
chiens,chien
instants,instant
amie,ami
ressemblait,ressembler
bêtes,bête
tenu,tenir
raconte,raconter
lieux,lieu
sois,être
soient,être
siècles,siècle
phrases,phrase
imagine,imaginer
devais,devoir
vivait,vivre
détails,détail
pouvez,pouvoir
bleue,bleu
tiré,tirer
marches,marche
champs,champ
resta,rester
pensées,pensée
cherchait,chercher
étoiles,étoile
devenue,devenir
entra,entrer
seins,sein
jolie,joli
assise,asseoir
grosses,gros
repris,reprendre
répond,répondre
regardé,regarder
revient,revenir
devrait,devoir
commença,commencer
tendit,tendre
points,point
sentiments,sentiment
sortait,sortir
retourne,retourner
continue,continuer
cartes,carte
tournait,tourner
nuages,nuage
surpris,surprendre
rares,rare
jouait,jouer
copains,copain
balles,balle
serai,être
put,pouvoir
membres,membre
froide,froid
grise,gris
tombait,tomber
senti,sentir
nus,nu
pose,poser
sacs,sac
manquait,manquer
assit,asseoir
marchait,marcher
cuisses,cuisse
alliés,allié
rêves,rêve
arrêté,arrêter
nationale,national
mouvements,mouvement
suivi,suivre
prenant,prendre
dernières,dernier
tombé,tomber
légère,léger
chaussures,chaussure
seront,être
retrouve,retrouver
arriva,arriver
humaine,humain
nouveaux,nouveau
fus,être
éléments,élément
tué,tuer
mise,mettre
tenant,tenir
ouvrait,ouvrir
donna,donner
millions,million
rendu,rendre
folle,fou
doivent,devoir
conditions,condition
essayé,essayer
écoutait,écouter
sert,servir
chaude,chaud
aperçut,apercevoir
jette,jeter
êtres,être
dames,dame
répondait,répondre
jeté,jeter
françaises,français
rencontré,rencontrer
morte,mourir
tiens,tenir
voyons,voir
vides,vide
suffisait,suffire
savent,savoir
choisi,choisir
sœurs,soeur
soeurs,soeur
poches,poche
souriait,sourire
prie,prier
dut,devoir
disent,dire
nue,nu
espère,espérer
rapports,rapport
voudrait,vouloir
officiers,officier
études,étude
souriant,sourire
rires,rire
fraîche,frais
ombres,ombre
pût,pouvoir
approcha,approcher
voyant,voir
prise,prendre
jeux,jeu
servait,servir
revenu,revenir
promis,promettre
merci !,merci
passaient,passer
meubles,meuble
circonstances,circonstance
relations,relation
signes,signe
fruits,fruit
poussé,pousser
eaux,eau
riant,rire
dormait,dormir
pousse,pousser
connaissais,connaître
rentre,rentrer
pensez,penser
valait,valoir
répéta,répéter
clients,client
morceaux,morceau
manque,manquer
flics,flic
venez,venir
villes,ville
la comprenait,comprendre
pareille,pareil
empêche,empêcher
traces,trace
pleins,plein
draps,drap
crie,crier
fis,faire
couché,coucher
la suivait,suivre
venus,venir
ressemble,ressembler
levé,lever
parlaient,parler
milliers,millier
chargé,charger
bu,boire
rend,rendre
ailes,aile
portant,porter
photos,photo
bains,bain
remarqué,remarquer
anciens,ancien
problèmes,problème
boîtes,boîte
tira,tirer
essaie,essayer
travaux,travail
remis,remettre
lisait,lire
veulent,vouloir
sourcils,sourcil
pauvres,pauvre
parla,parler
tourné,tourner
formes,forme
énormes,énorme
tables,table
servi,servir
lança,lancer
fesses,fesse
porté,porter
journées,journée
verte,vert
efforts,effort
vis,voir
types,type
penses,penser
explique,expliquer
raconté,raconter
notes,note
messieurs,monsieur
chats,chat
claire,clair
rideaux,rideau
riait,rire
profonde,profond
passent,passer
trouvais,trouver
libres,libre
rit,rire
poussa,pousser
hautes,haut
taches,tache
pourra,pouvoir
cigarettes,cigarette
répète,répéter
gardait,garder
toits,toit
personnages,personnage
firent,faire
bel,beau
occupe,occuper
jardins,jardin
arrêtait,arrêter
ancienne,ancien
larges,large
voulut,vouloir
talons,talon
gardé,garder
décida,décider
attendais,attendre
feux,feu
saisit,saisir
routes,route
trucs,truc
groupes,groupe
comprit,comprendre
aille,aller
services,service
devrais,devoir
expliqua,expliquer
bottes,botte
trouvaient,trouver
pommes,pomme
robes,robe
préfère,préférer
parlant,parler
hésita,hésiter
le le élèves,élève
regardais,regarder
né,naître
eus,avoir
aimerais,aimer
épaisse,épais
odeurs,odeur
essayait,essayer
tenaient,tenir
frappé,frapper
disaient,dire
atteint,atteindre
lumières,lumière
travaille,travailler
permis,permettre
suivit,suivre
vagues,vague
soirs,soir
animaux,animal
parles,parler
ongles,ongle
fussent,être
envoyé,envoyer
obligé,obliger
donnaient,donner
sèche,sec
vitres,vitre
terminé,terminer
crut,croire
tirait,tirer
posée,poser
générale,général
volets,volet
sortant,sortir
oublie,oublier
attendu,attendre
sachant,savoir
ouvriers,ouvrier
haussa,hausser
fous,foutre
intéresse,intéresser
avançait,avancer
pure,pur
paru,paraître
pencha,pencher
monta,monter
jaunes,jaune
gouttes,goutte
fine,fin
descendit,descendre
saurait,savoir
chemins,chemin
merde !,merde
jetait,jeter
sortes,sorte
poussait,pousser
mets,mettre
montrait,montrer
dure,dur
bouteilles,bouteille
joué,jouer
regardaient,regarder
installé,installer
gagné,gagner
prévu,prévoir
flammes,flamme
esprits,esprit
entrait,entrer
descendait,descendre
conduit,conduire
chefs,chef
voisins,voisin
devint,devenir
chambres,chambre
répétait,répéter
poils,poil
levait,lever
bleus,bleu
courte,court
attendaient,attendre
familles,famille
descend,descendre
donnant,donner
existait,exister
prochaine,prochain
pensant,penser
lointaine,lointain
comptait,compter
sembla,sembler
posait,poser
pleines,plein
herbes,herbe
entré,entrer
courait,courir
venant,venir
tournant,tourner
aurai,avoir
trous,trou
reins,rein
restaient,rester
tableaux,tableau
remit,remettre
coins,coin
reconnu,reconnaître
armées,armée
terres,terre
sombres,sombre
quitte,quitter
montagnes,montagne
mange,manger
glisse,glisser
chaises,chaise
éclats,éclat
comprend,comprendre
offrait,offrir
ferai,faire
jure,jurer
cherchant,chercher
étiez,être
demandai,demander
occupait,occuper
laissez,laisser
reprend,reprendre
billets,billet
centaines,centaine
tend,tendre
conversations,conversation
approche,approcher
tomba,tomber
restée,rester
retrouvait,retrouver
habitait,habiter
regardez,regarder
souliers,soulier
juifs,juif
envoie,envoyer
bouge,bouger
soupira,soupirer
bords,bord
prenaient,prendre
vive,vif
tenez,tenir
poussant,pousser
places,place
muscles,muscle
glissa,glisser
appelé,appeler
fermé,fermer
découvert,découvrir
amours,amour
seules,seul
faits,fait
voulaient,vouloir
savaient,savoir
change,changer
projets,projet
demandais,demander
finissait,finir
courses,course
aventures,aventure
traversé,traverser
entendais,entendre
blonde,blond
venais,venir
paysans,paysan
offre,offrir
oeufs,oeuf
les airs,air
rappelait,rappeler
partis,partir
étroite,étroit
voyages,voyage
suppose,supposer
connaissez,connaître
roses,rose
racontait,raconter
montra,montrer
suit,suivre
parlent,parler
vivante,vivant
touche,toucher
hauts,haut
portière,portier
ennemis,ennemi
ajoute,ajouter
prennent,prendre
chatte,chat
tut,taire
immobiles,immobile
endroits,endroit
compagnons,compagnon
partit,partir
opérations,opération
levant,lever
vus,voir
portaient,porter
monté,monter
acheté,acheter
réponds,répondre
attendit,attendre
commune,commun
secrète,secret
ose,oser
offert,offrir
tours,tour
continua,continuer
battait,battre
prête,prêt
ira,aller
retrouva,retrouver
serra,serrer
mouches,mouche
comprenez,comprendre
carreaux,carreau
poings,poing
montré,montrer
reprises,reprise
rayons,rayon
gants,gant
apparut,apparaître
glissait,glisser
dieux,dieu
avança,avancer
apparaît,apparaître
travaillait,travailler
lois,loi
imaginait,imaginer
touché,toucher
difficultés,difficulté
irai,aller
approchait,approcher
gosses,gosse
gendarmes,gendarme
expliqué,expliquer
présente,présenter
plaisait,plaire
mangé,manger
dirai,dire
vaches,vache
serre,serrer
reprenait,reprendre
mirent,mettre
étages,étage
cailloux,caillou
quitta,quitter
osait,oser
rendit,rendre
patronne,patron
aperçu,apercevoir
sales,sale
rends,rendre
accepté,accepter
sache,savoir
fausse,faux
assure,assurer
apparaissait,apparaître
planches,planche
militaires,militaire
chercha,chercher
vêtu,vêtir
serrait,serrer
paraissaient,paraître
ferais,faire
aiment,aimer
veuve,veuf
remonte,remonter
penche,pencher
fallut,falloir
couvert,couvrir
osé,oser
sortis,sortir
retourné,retourner
embrasse,embrasser
pourraient,pouvoir
coulait,couler
nerfs,nerf
pleurait,pleurer
dormi,dormir
prisonniers,prisonnier
politiques,politique
paquets,paquet
concerne,concerner
seras,être
éprouvait,éprouver
criait,crier
verra,voir
donnent,donner
découvre,découvrir
conseils,conseil
américains,américain
allées,allée
permettait,permettre
états,état
leçons,leçon
entouré,entourer
plumes,plume
machines,machine
irait,aller
ignorait,ignorer
descendu,descendre
tirant,tirer
dort,dormir
habitudes,habitude
baisers,baiser
parvenait,parvenir
partait,partir
caché,cacher
arrivés,arriver
villages,village
releva,relever
reconnut,reconnaître
maîtres,maître
tendu,tendre
silencieuse,silencieux
secoua,secouer
passée,passer
écrivait,écrire
écria,écrier
apercevait,apercevoir
aimes,aimer
saisi,saisir
collines,colline
baissa,baisser
sors,sortir
prenez,prendre
occupé,occuper
limites,limite
innombrables,innombrable
dise,dire
coupé,couper
tenté,tenter
fauteuils,fauteuil
brune,brun
allemande,allemand
traverse,traverser
toiles,toile
tombée,tomber
secrets,secret
restent,rester
fout,foutre
serré,serrer
fixé,fixer
cousine,cousin
plaisirs,plaisir
penché,pencher
vienne,venir
traversa,traverser
préparait,préparer
perd,perdre
droits,droit
habitants,habitant
quittait,quitter
publique,public
prêts,prêt
pleure,pleurer
totale,total
termes,terme
naturelle,naturel
meilleure,meilleur
marchant,marcher
avoue,avouer
apportait,apporter
amuse,amuser
tenais,tenir
sociale,social
mortes,mort
menait,mener
écris,écrire
écoutez,écouter
russes,russe
perdait,perdre
roues,roue
plis,pli
lancé,lancer
îles,île
essaya,essayer
disparut,disparaître
pourvu,pourvoir
films,film
demeurait,demeurer
manqué,manquer
cherché,chercher
apporté,apporter
passants,passant
allant,aller
simples,simple
roule,rouler
poissons,poisson
contente,content
tiennent,tenir
épouse,époux
appela,appeler
refuse,refuser
mères,mère
appartenait,appartenir
tendait,tendre
souvenait,souvenir
sentis,sentir
reconnais,reconnaître
oeuvres,oeuvre
interdit,interdire
comprenais,comprendre
colonnes,colonne
rentré,rentrer
mômes,môme
minuscules,minuscule
demie,demi
couloirs,couloir
permet,permettre
manches,manche
ferma,fermer
ruines,ruine
laissaient,laisser
abandonné,abandonner
vrais,vrai
verts,vert
étrangers,étranger
verras,voir
alluma,allumer
voisine,voisin
vertes,vert
fêtes,fête
différentes,différent
allions,aller
ronde,rond
lourds,lourd
romans,roman
plantes,plante
parties,partie
le devenus,devenir
reflets,reflet
intérieure,intérieur
chère,cher
buvait,boire
annonça,annoncer
soyez,être
ouverts,ouvert
payé,payer
montrant,montrer
mettent,mettre
sauvé,sauver
lourdes,lourd
viendra,venir
pourrai,pouvoir
manières,manière
amoureuse,amoureux
crié,crier
infirmière,infirmier
ignore,ignorer
glissé,glisser
bougeait,bouger
appuyé,appuyer
apporte,apporter
valises,valise
roulait,rouler
riches,riche
proposa,proposer
placé,placer
immenses,immense
escaliers,escalier
déserte,désert
boutons,bouton
boules,boule
arrivaient,arriver
soins,soin
serrant,serrer
amants,amant
hanches,hanche
refusé,refuser
perdue,perdre
molle,mou
tremblait,trembler
différents,différent
courut,courir
produit,produire
intéressait,intéresser
essayant,essayer
chantait,chanter
arrivant,arriver
ajoutait,ajouter
trouvent,trouver
langues,langue
inquiète,inquiéter
habite,habiter
devoirs,devoir
neuve,neuf
lits,lit
failli,faillir
bouts,bout
reviens,revenir
remarqua,remarquer
née,naître
intérêts,intérêt
cafés,café
regardent,regarder
quartiers,quartier
laissent,laisser
jetant,jeter
chances,chance
semblent,sembler
lampes,lampe
gardes,garde
territoires,territoire
redressa,redresser
navires,navire
écoutant,écouter
âmes,âme
rochers,rocher
règles,règle
parlez,parler
préparé,préparer
montaient,monter
marcha,marcher
clos,clore
apprit,apprendre
annonçait,annoncer
suivant,suivre
mecs,mec
dira,dire
centimètres,centimètre
cachait,cacher
refusait,refuser
reçut,recevoir
attendent,attendre
arrivent,arriver
aperçoit,apercevoir
sourde,sourd
étonne,étonner
demandant,demander
côtes,côte
cadavres,cadavre
boches,boche
annonce,annoncer
aie,avoir
risquait,risquer
expliquait,expliquer
camps,camp
regrette,regretter
propose,proposer
préférait,préférer
lente,lent
semblables,semblable
rentrant,rentrer
mène,mener
frappa,frapper
églises,église
accompagné,accompagner
soucis,souci
sortaient,sortir
recevait,recevoir
pouvoirs,pouvoir
possédait,posséder
nues,nu
forêts,forêt
dessins,dessin
auras,avoir
actes,acte
voyaient,voir
les légumes,légume
attention !,attention
devine,deviner
bleues,bleu
retenu,retenir
plans,plan
pareils,pareil
les comptes,compte
communistes,communiste
bateaux,bateau
restés,rester
rangs,rang
mauvaises,mauvais
fermés,fermé
embrassa,embrasser
boit,boire
princesse,prince
pouvons,pouvoir
couvertures,couverture
racines,racine
criant,crier
coudes,coude
rêvé,rêver
maigres,maigre
anges,ange
phares,phare
déteste,détester
autorités,autorité
voyageurs,voyageur
silhouettes,silhouette
rides,ride
répondis,répondre
outils,outil
britanniques,britannique
cœurs,coeur
narines,narine
mesures,mesure
disques,disque
coeurs,coeur
obscure,obscur
frappe,frapper
décide,décider
cousins,cousin
étendu,étendre
ennuie,ennuyer
régnait,régner
laissée,laisser
durs,dur
étrangère,étranger
camions,camion
sut,savoir
nommé,nommer
meurt,mourir
mettant,mettre
désirs,désir
coûte,coûter
coule,couler
conduisait,conduire
collé,coller
chiffres,chiffre
chansons,chanson
brève,bref
referma,refermer
informations,information
canons,canon
assiettes,assiette
viendrait,venir
rejoint,rejoindre
appartient,appartenir
voient,voir
sauvages,sauvage
liens,lien
eussent,avoir
dirigea,diriger
commençaient,commencer
combats,combat
allongé,allonger
veines,veine
présentait,présenter
plaques,plaque
ministres,ministre
mangeait,manger
craignait,craindre
courtes,court
planté,planter
passèrent,passer
marqué,marquer
éclata,éclater
interrompit,interrompre
cache,cacher
travaillé,travailler
risques,risque
possède,posséder
particulière,particulier
jouaient,jouer
déclara,déclarer
bureaux,bureau
amené,amener
quarts,quart
magasins,magasin
étranges,étrange
collègues,collègue
traversait,traverser
proches,proche
matins,matin
éprouve,éprouver
briques,brique
bandes,bande
attendez,attendre
tempes,tempe
malheurs,malheur
flottait,flotter
aient,avoir
préféré,préférer
observait,observer
scènes,scène
nécessaires,nécessaire
imaginais,imaginer
gagne,gagner
chars,char
traînait,traîner
prépare,préparer
sanglots,sanglot
prenais,prendre
parlais,parler
américaine,américain
suivante,suivant
observa,observer
vivent,vivre
souleva,soulever
saute,sauter
réussit,réussir
réfléchit,réfléchir
portent,porter
parvint,parvenir
mettaient,mettre
devenaient,devenir
découvrit,découvrir
brillait,briller
revenue,revenir
volé,voler
relève,relever
masses,masse
éloigne,éloigner
lance,lancer
jouant,jouer
éloigna,éloigner
effets,effet
croient,croire
représentait,représenter
muette,muet
éteint,éteindre
savons,savoir
foutu,foutre
fines,fin
cons,con
ajouté,ajouter
sabots,sabot
proposé,proposer
passions,passion
kilos,kilo
donnée,donner
graves,grave
conclut,conclure
allai,aller
serez,être
quais,quai
devinait,deviner
cavaliers,cavalier
sourires,sourire
souffert,souffrir
sauté,sauter
réveillé,réveiller
étudiants,étudiant
visites,visite
tristes,triste
pesait,peser
brûlait,brûler
tombaient,tomber
supérieure,supérieur
rêvait,rêver
pouvant,pouvoir
ouvrant,ouvrir
mystérieuse,mystérieux
échappe,échapper
demeura,demeurer
continué,continuer
boucles,boucle
articles,article
anciennes,ancien
accepte,accepter
touchait,toucher
hésite,hésiter
espérait,espérer
emporté,emporter
empêchait,empêcher
anglaise,anglais
allume,allumer
verrez,voir
trouvai,trouver
sons,son
retournait,retourner
rentra,rentrer
rencontres,rencontre
invités,invité
arrivais,arriver
voulant,vouloir
soirées,soirée
sèches,sec
promesses,promesse
parfaite,parfait
chaussettes,chaussette
chante,chanter
quittant,quitter
imaginé,imaginer
épreuves,épreuve
ennuis,ennui
caisses,caisse
blonds,blond
aimez,aimer
récits,récit
importante,important
gentille,gentil
différente,différent
couverte,couvrir
loups,loup
hurle,hurler
gâteaux,gâteau
chargés,charger
amusait,amuser
titres,titre
souffrait,souffrir
salles,salle
réunis,réunir
passés,passer
minces,mince
dizaines,dizaine
éternelle,éternel
complète,complet
classes,classe
cessait,cesser
téléphoné,téléphoner
menaces,menace
changeait,changer
bancs,banc
voiles,voile
violente,violent
séparait,séparer
raconta,raconter
pardon !,pardon
marins,marin
façons,façon
cadeaux,cadeau
tombent,tomber
suffi,suffire
poumons,poumon
inventé,inventer
frappait,frapper
définitive,définitif
coupa,couper
conséquences,conséquence
bougé,bouger
bat,battre
arrêtée,arrêter
trouves,trouver
touristes,touriste
pires,pire
peuples,peuple
nombreuses,nombreux
immeubles,immeuble
couraient,courir
vies,vie
remontait,remonter
rapides,rapide
peint,peindre
disons,dire
brillaient,briller
appuya,appuyer
victimes,victime
revois,revoir
respire,respirer
connue,connaître
cendres,cendre
brûle,brûler
trompé,tromper
sujets,sujet
mines,mine
blessés,blessé
témoins,témoin
secoue,secouer
revenaient,revenir
représente,représenter
échappé,échapper
figures,figure
découvrait,découvrir
crains,craindre
chérie,chéri
réveille,réveiller
rentrait,rentrer
passages,passage
aurions,avoir
soulève,soulever
réelle,réel
reconnaissait,reconnaître
plate,plat
fixait,fixer
serons,être
voies,voie
tais,taire
sortent,sortir
respirait,respirer
forts,fort
explications,explication
chasseurs,chasseur
blessé,blesser
trains,train
flancs,flanc
difficiles,difficile
battu,battre
statues,statue
souhaite,souhaiter
songeait,songer
renoncé,renoncer
quotidienne,quotidien
photographies,photographie
personnelle,personnel
inutiles,inutile
clous,clou
revenant,revenir
renseignements,renseignement
recommence,recommencer
meilleurs,meilleur
enfonce,enfoncer
emmène,emmener
curieuse,curieux
conneries,connerie
allés,aller
adultes,adulte
soudaine,soudain
légers,léger
inconnue,inconnu
grises,gris
dispositions,disposition
apprend,apprendre
secs,sec
salons,salon
remercie,remercier
postes,poste
plats,plat
pins,pin
illusions,illusion
façades,façade
cils,cil
buissons,buisson
agitait,agiter
songe,songer
ramène,ramener
malades,malade
goûts,goût
enfermé,enfermer
casse,casser
artistes,artiste
tue,tuer
surgit,surgir
semblé,sembler
ruelles,ruelle
formaient,former
endormie,endormi
deviné,deviner
continuaient,continuer
bagages,bagage
auriez,avoir
retournant,retourner
convient,convenir
connaissent,connaître
caresses,caresse
bâtiments,bâtiment
trottoirs,trottoir
sonne,sonner
rempli,remplir
recouvert,recouvrir
rats,rat
pareilles,pareil
étrangères,étranger
emportait,emporter
éloignait,éloigner
chemises,chemise
apporta,apporter
vraies,vrai
visiteurs,visiteur
verrait,voir
générations,génération
entendis,entendre
dirais,dire
descendant,descendre
couples,couple
appels,appel
adore,adorer
vieillards,vieillard
prononcé,prononcer
principes,principe
pompes,pompe
observe,observer
moines,moine
juré,jurer
fière,fier
environs,environ
aperçus,apercevoir
agents,agent
précautions,précaution
lis,lire
écoutais,écouter
cordes,corde
capables,capable
sacrée,sacré
ressources,ressource
répétant,répéter
porta,porter
perles,perle
offrit,offrir
forcé,forcer
traîne,traîner
prétendait,prétendre
interminables,interminable
emporte,emporter
aurez,avoir
trouvée,trouver
tournaient,tourner
sapins,sapin
représentant,représenter
qualités,qualité
dorée,doré
habits,habit
fermait,fermer
couru,courir
aimaient,aimer
pâles,pâle
moutons,mouton
installa,installer
fusils,fusil
fortes,fort
flots,flot
disparaît,disparaître
cloches,cloche
aviez,avoir
roulé,rouler
posant,poser
pensai,penser
fameuse,fameux
cessa,cesser
souffre,souffrir
réponses,réponse
remonta,remonter
ponts,pont
parlons,parler
écrivains,écrivain
éclate,éclater
faillit,faillir
éprouvé,éprouver
deviennent,devenir
courts,court
amies,ami
vastes,vaste
ordures,ordure
moustaches,moustache
fonctions,fonction
fermée,fermer
devez,devoir
brillants,brillant
absolue,absolu
prenne,prendre
malheureuse,malheureux
joies,joie
excusez,excuser
cuisinière,cuisinier
connaissaient,connaître
tendant,tendre
jumeaux,jumeau
invisibles,invisible
écouté,écouter
choisit,choisir
basses,bas
arrêtant,arrêter
appellent,appeler
sainte,saint
prières,prière
guerres,guerre
fausses,faux
ancêtres,ancêtre
accroché,accrocher
troncs,tronc
lut,lire
installe,installer
hérétiques,hérétique
faisons,faire
cassé,casser
retira,retirer
dalles,dalle
commis,commettre
bouches,bouche
bombes,bombe
aiguilles,aiguille
vivaient,vivre
remet,remettre
pots,pot
crimes,crime
souvient,souvenir
restes,reste
restera,rester
regardèrent,regarder
promenades,promenade
précise,précis
jolies,joli
importait,importer
appuie,appuyer
annoncé,annoncer
accompagnait,accompagner
tendres,tendre
reconnaît,reconnaître
proposait,proposer
fonctionnaires,fonctionnaire
entières,entier
couchée,coucher
construit,construire
aidé,aider
suivie,suivre
suivaient,suivre
ressemblaient,ressembler
jupes,jupe
craint,craindre
barreaux,barreau
allumé,allumer
abandonne,abandonner
écoles,école
étonnait,étonner
détestait,détester
délices,délice
vivants,vivant
trompe,tromper
tentait,tenter
reposait,reposer
poursuivait,poursuivre
portraits,portrait
pères,père
motifs,motif
miroirs,miroir
lançait,lancer
échappait,échapper
contenait,contenir
unités,unité
trouverait,trouver
soufflait,souffler
signifiait,signifier
retenait,retenir
élevait,élever
distingue,distinguer
convenait,convenir
continuant,continuer
cherchais,chercher
centrale,central
vêtue,vêtir
suivirent,suivre
sauta,sauter
poèmes,poème
nations,nation
essayais,essayer
couvrait,couvrir
tint,tenir
retrouvée,retrouver
prirent,prendre
fume,fumer
dépend,dépendre
crus,croire
trouvant,trouver
