LEMMA,POS
affleuré,ADJ
affloué,ADJ
affouagé,ADJ
affouillé,ADJ
affouragé,ADJ
affourché,ADJ
affourragé,ADJ
affrété,ADJ
affriandé,ADJ
affriché,ADJ
affriolé,ADJ
affrité,ADJ
affronté,ADJ
affruité,ADJ
affublé,ADJ
affuré,ADJ
affuter,VERB
affuté,ADJ
affûté,ADJ
africanisé,ADJ
afrikans,NOUN
afrikans,ADJ
aga,NOUN
agacé,ADJ
agencé,ADJ
agendé,ADJ
agglutiné,ADJ
aggravé,ADJ
agi,ADJ
agoni,ADJ
agrafé,ADJ
agrainé,ADJ
agrandi,ADJ
agréé,ADJ
agrémenté,ADJ
agressé,ADJ
agriché,ADJ
agriffé,ADJ
agrippé,ADJ
aguerri,ADJ
aguiché,ADJ
aheurté,ADJ
ahi,INTJ
aicher,VERB
aiche,NOUN
aiché,ADJ
aidé,ADJ
aiguillé,ADJ
aiguilleté,ADJ
aiguillonné,ADJ
aiguisé,ADJ
aillé,ADJ
aimanté,ADJ
ajointé,ADJ
ajouré,ADJ
ajourné,ADJ
ajouté,ADJ
ajusté,ADJ
alambiqué,ADJ
alangui,ADJ
alarmé,ADJ
alcalinisé,ADJ
alcalisé,ADJ
alcoolisé,ADJ
alène,NOUN
alenti,ADJ
alerté,ADJ
alésé,ADJ
aleviné,ADJ
aligné,ADJ
alimenté,ADJ
alkylé,ADJ
allaité,ADJ
alléché,ADJ
allégé,ADJ
allégi,ADJ
allégorisé,ADJ
allégretto,NOUN
allégro,NOUN
allégué,ADJ
allongé,ADJ
alloti,ADJ
alloué,ADJ
allumetier,NOUN
allumetier,ADJ
alourdi,ADJ
alpagué,ADJ
alphabétisé,ADJ
altéa,NOUN
altéré,ADJ
alterné,ADJ
althée,NOUN
aluminé,ADJ
aluné,ADJ
aluni,ADJ
amadoué,ADJ
amaigri,ADJ
amalgamé,ADJ
amandine,NOUN
amariné,ADJ
amarré,ADJ
amassé,ADJ
amati,ADJ
ambifié,ADJ
ambitionné,ADJ
ambré,ADJ
amélioré,ADJ
aménagé,ADJ
amendé,ADJ
amené,ADJ
amenuisé,ADJ
américanisé,ADJ
amerri,ADJ
ameubli,ADJ
ameuté,ADJ
amidonné,ADJ
aminci,ADJ
amodié,ADJ
amoindri,ADJ
amolli,ADJ
amoncelé,ADJ
amoncèlement,NOUN
amorcé,ADJ
amordancé,ADJ
amouraché,ADJ
amouré,ADJ
ampèreheure,NOUN
amplifié,ADJ
amuï,ADJ
amuré,ADJ
amusé,ADJ
anagrammé,ADJ
analectas,NOUN
analgésié,ADJ
anamostosé,ADJ
anastomosé,ADJ
anathématisé,ADJ
anatomisé,ADJ
ancré,ADJ
anéanti,ADJ
anémié,ADJ
angéiologie,NOUN
angéiologue,NOUN
angélisé,ADJ
anglaisé,ADJ
anglicisé,ADJ
angstrœm,NOUN
anidrose,NOUN
anidrotique,ADJ
animalisé,ADJ
anisé,ADJ
ankylosé,ADJ
annelé,ADJ
annexé,ADJ
annihilé,ADJ
annoncé,ADJ
annoté,ADJ
annualisé,ADJ
annulé,ADJ
anobli,ADJ
anodisé,ADJ
ânonné,ADJ
anonymisé,ADJ
antéposé,ADJ
anthropomorphisé,ADJ
antiâge,NOUN
antiâge,ADJ
antibascule,ADJ
anticipé,ADJ
anticommuté,ADJ
antidaté,ADJ
antiestrogène,NOUN
antiestrogène,ADJ
antiincendie,ADJ
antiqué,ADJ
antiride,NOUN
antiride,ADJ
aoutat,NOUN
aouter,VERB
aouté,ADJ
aoûté,ADJ
apaisé,ADJ
apanagé,ADJ
apax,NOUN
aperçu,ADJ
apeuré,ADJ
apiqué,ADJ
apitoyé,ADJ
aplani,ADJ
aplati,ADJ
aplaventrisme,NOUN
aplombé,ADJ
aposté,ADJ
apostériori,NOUN
apostillé,ADJ
appairé,ADJ
appareillé,ADJ
apparenté,ADJ
apparié,ADJ
apparu,ADJ
appâté,ADJ
appauvri,ADJ
appendu,ADJ
appertisé,ADJ
appesanti,ADJ
appété,ADJ
applaudi,ADJ
appliqué,ADJ
appointé,ADJ
appointi,ADJ
apporté,ADJ
apposé,ADJ
apprécié,ADJ
appréhendé,ADJ
apprêté,ADJ
appris,ADJ
apprivoisé,ADJ
approché,ADJ
approfondi,ADJ
approprié,ADJ
approuvé,ADJ
approvisionné,ADJ
approximé,ADJ
appui-bras,NOUN
appui-main,NOUN
appui-tête,NOUN
appuie-livre,NOUN
appuis-bras,NOUN
appuis-main,NOUN
appuis-tête,NOUN
appuyé,ADJ
apriori,NOUN
apuré,ADJ
arabisé,ADJ
arasé,ADJ
arbitré,ADJ
arboré,ADJ
arc-bouté,ADJ
arcboutant,NOUN
arcbouter,VERB
arcbouté,ADJ
arcdoubleau,NOUN
architecturé,ADJ
archivé,ADJ
arçonné,ADJ
ardoisé,ADJ
argenté,ADJ
argougné,ADJ
argué,ADJ
argüer,VERB
argüé,ADJ
arisé,ADJ
arithmétisé,ADJ
armé,ADJ
armorié,ADJ
arnacher,VERB
arnaché,ADJ
arnaqué,ADJ
arobe,NOUN
arole,NOUN
aromatisé,ADJ
arpégé,ADJ
arpenté,ADJ
arpigné,ADJ
arqué,ADJ
arquebusé,ADJ
arquepincé,ADJ
arraché,ADJ
arraisonné,ADJ
arrangé,ADJ
arrenté,ADJ
arréragé,ADJ
arrimé,ADJ
arrisé,ADJ
arrivé,ADJ
arrogé,ADJ
arrosé,ADJ
arsouillé,ADJ
articulé,ADJ
artificialisé,ADJ
artificialisme,NOUN
artificialiste,ADJ
aruspice,NOUN
ascensionné,ADJ
aseptisé,ADJ
aspartam,NOUN
aspecté,ADJ
aspergé,ADJ
asphalté,ADJ
asphyxié,ADJ
aspiré,ADJ
assafétida,NOUN
assagi,ADJ
assaini,ADJ
assaisonné,ADJ
assarmenté,ADJ
assassiné,ADJ
asséché,ADJ
assemblé,ADJ
assené,ADJ
asséné,ADJ
assermenté,ADJ
asserté,ADJ
asservi,ADJ
assoir,VERB
assibilé,ADJ
assigné,ADJ
assimilé,ADJ
assis,ADJ
assolé,ADJ
assombri,ADJ
assorti,ADJ
assoupi,ADJ
assoupli,ADJ
assourdi,ADJ
assouvi,ADJ
assujetti,ADJ
assumé,ADJ
asticoté,ADJ
astiqué,ADJ
astracan,NOUN
astreint,ADJ
atomisé,ADJ
atrophié,ADJ
attaqué,ADJ
atteint,ADJ
attelé,ADJ
attendri,ADJ
atténué,ADJ
atterré,ADJ
atterri,ADJ
attesté,ADJ
attiédi,ADJ
attifé,ADJ
attigé,ADJ
attiré,ADJ
attisé,ADJ
attitré,ADJ
attouché,ADJ
attrapé,ADJ
attrapetout,ADJ
attribué,ADJ
attriqué,ADJ
attristé,ADJ
attroupé,ADJ
audiencé,ADJ
audité,ADJ
auditionné,ADJ
augmenté,ADJ
auguré,ADJ
aujourd’hui,ADV
auné,ADJ
auréolé,ADJ
aurifié,ADJ
ausculté,ADJ
authentifié,ADJ
authentiqué,ADJ
auto-compensé,ADJ
autocensuré,ADJ
autocompensé,ADJ
autocouchette,NOUN
autocouchette,ADJ
autodéterminé,ADJ
autodétruit,ADJ
autofécondé,ADJ
autofinancé,ADJ
autogouverné,ADJ
autographié,ADJ
autoguidé,ADJ
automatisé,ADJ
autonomisé,ADJ
autopatrouille,NOUN
autoproclamé,ADJ
autorafraichissement,NOUN
autorégulé,ADJ
autorisé,ADJ
autosuggestionné,ADJ
autotamponneuse,NOUN
autotomisé,ADJ
avachi,ADJ
avalé,ADJ
avaletout,NOUN
avalisé,ADJ
avancé,ADJ
avarié,ADJ
avé,INTJ
aveint,ADJ
aventuré,ADJ
avéré,ADJ
averti,ADJ
aveuglé,ADJ
aveuli,ADJ
avili,ADJ
aviné,ADJ
avisé,ADJ
avitaillé,ADJ
avivé,ADJ
avocassé,ADJ
avoiné,ADJ
avoisiné,ADJ
avonculaire,ADJ
avonculat,NOUN
avorté,ADJ
avoyé,ADJ
axé,ADJ
axiomatisé,ADJ
azimuté,ADJ
azimuthé,ADJ
azuré,ADJ
babyboumeur,NOUN
babyfoot,NOUN
babysitteur,NOUN
bâché,ADJ
bachole,NOUN
bâclé,ADJ
badé,ADJ
badigeonné,ADJ
baffé,ADJ
bafoué,ADJ
bafouillé,ADJ
bâfré,ADJ
bagarré,ADJ
bagué,ADJ
baguel,NOUN
baguenaudé,ADJ
baha’i,NOUN
baha’i,ADJ
baha’isme,NOUN
baigné,ADJ
baillé,ADJ
bâillonné,ADJ
baisé,ADJ
baisoté,ADJ
baissé,ADJ
baladé,ADJ
balancé,ADJ
balanstiqué,ADJ
balayé,ADJ
balbutié,ADJ
baleiné,ADJ
balisé,ADJ
balkanisé,ADJ
ballasté,ADJ
ballonné,ADJ
balloter,VERB
ballotage,NOUN
balloté,ADJ
ballotement,NOUN
ballotine,NOUN
ballotté,ADJ
balté,ADJ
banalisé,ADJ
banané,ADJ
bancarisé,ADJ
banché,ADJ
bandé,ADJ
banné,ADJ
baqué,ADJ
baqueté,ADJ
baragouiné,ADJ
baratiné,ADJ
baratté,ADJ
barbé,ADJ
barbifié,ADJ
barboté,ADJ
barbouillé,ADJ
barcarole,NOUN
bardé,ADJ
bariolé,ADJ
barmitsva,NOUN
baronné,ADJ
barquerole,NOUN
barré,ADJ
barricadé,ADJ
barriéré,ADJ
basculé,ADJ
basé,ADJ
bassecontre,NOUN
bassecour,NOUN
bassedanse,NOUN
bassefosse,NOUN
basselisse,NOUN
bassetaille,NOUN
basseville,NOUN
bassiné,ADJ
bastillonné,ADJ
basting,NOUN
bastionné,ADJ
bastonné,ADJ
bataillé,ADJ
bâté,ADJ
bâti,ADJ
bâtonné,ADJ
battèlement,NOUN
battu,ADJ
baugé,ADJ
bazardé,ADJ
béatifié,ADJ
bebop,NOUN
bêché,ADJ
bêcheveté,ADJ
bécoté,ADJ
becqué,ADJ
becqueté,ADJ
becté,ADJ
bégalé,ADJ
bégayé,ADJ
bélitre,NOUN
bélouga,NOUN
bémolisé,ADJ
béni,ADJ
benné,ADJ
béqué,ADJ
béqueté,ADJ
bèqueté,ADJ
bèqueter,VERB
béquillé,ADJ
bercé,ADJ
berdellé,ADJ
berluré,ADJ
bernard-l’ermite,NOUN
bernard-l’hermite,NOUN
berné,ADJ
bésef,ADV
bestialisé,ADJ
bêtifié,ADJ
bétonné,ADJ
beuglé,ADJ
beurré,ADJ
bi-univoque,ADJ
biaisé,ADJ
biberonné,ADJ
bichonné,ADJ
bichoté,ADJ
bidé,ADJ
bidonné,ADJ
bidouillé,ADJ
bienaller,NOUN
biendire,NOUN
bienêtre,NOUN
biffé,ADJ
biftèque,NOUN
bigarré,ADJ
bigbang,NOUN
biglé,ADJ
bigorné,ADJ
bikeur,NOUN
bilé,ADJ
billonné,ADJ
biloqué,ADJ
biloté,ADJ
bin’s,NOUN
biné,ADJ
biofeedback,NOUN
biologisé,ADJ
biopsié,ADJ
bipé,ADJ
biscuité,ADJ
bisé,ADJ
biseauté,ADJ
bisegmenté,ADJ
bissé,ADJ
bistourné,ADJ
bistré,ADJ
bité,ADJ
bitté,ADJ
bitturé,ADJ
bitumé,ADJ
bituminé,ADJ
bituré,ADJ
bizness,NOUN
biznessman,NOUN
biznesswoman,NOUN
bizuté,ADJ
blackboulé,ADJ
blackjack,NOUN
blacklisté,ADJ
blackout,NOUN
blagué,ADJ
blairé,ADJ
blâmé,ADJ
blanchi,ADJ
blasé,ADJ
blasonné,ADJ
blasphémé,ADJ
blasté,ADJ
blêmi,ADJ
bleui,ADJ
bleuté,ADJ
blinqué,ADJ
blogué,ADJ
blondi,ADJ
bloqué,ADJ
blotti,ADJ
blousé,ADJ
bluffé,ADJ
bluté,ADJ
bobiné,ADJ
bocardé,ADJ
boetté,ADJ
boisé,ADJ
boite,NOUN
boité,ADJ
bolchévique,NOUN
bolchévique,ADJ
bolchéviser,VERB
bolchévisation,NOUN
bolchevisé,ADJ
bolchévisé,ADJ
bolchévisme,NOUN
bolchéviste,NOUN
bombardé,ADJ
bombé,ADJ
bombonne,NOUN
bondé,ADJ
bondérisé,ADJ
bondonné,ADJ
boniche,NOUN
bonifié,ADJ
bookmakeur,NOUN
boosté,ADJ
boosteur,NOUN
bootleggeur,NOUN
boraginacée,NOUN
bordélisé,ADJ
borduré,ADJ
borgnoté,ADJ
borné,ADJ
bornoyé,ADJ
bortch,NOUN
boscop,NOUN
bossé,ADJ
bosselé,ADJ
bossèlement,NOUN
bossué,ADJ
botté,ADJ
bottelé,ADJ
bottiné,ADJ
boucané,ADJ
bouchardé,ADJ
bouché,ADJ
bouche-pore,NOUN
bouchonné,ADJ
bouclé,ADJ
boudé,ADJ
boudiné,ADJ
bouffé,ADJ
bouffi,ADJ
bougé,ADJ
bougonné,ADJ
bouiboui,NOUN
bouilli,ADJ
bouillonné,ADJ
boulangé,ADJ
boulé,ADJ
bouleversé,ADJ
bouliné,ADJ
boulonné,ADJ
bouloter,VERB
bouloté,ADJ
boulotté,ADJ
bouquiné,ADJ
bourré,ADJ
bourrelé,ADJ
boursoufflé,ADJ
boursouflé,ADJ
bousculé,ADJ
bousillé,ADJ
bouté,ADJ
bouteillé,ADJ
boutentrain,NOUN
bouterole,NOUN
bouteselle,NOUN
bouton-d’argent,NOUN
bouton-d’or,NOUN
boutonné,ADJ
boutons-d’argent,NOUN
bouturé,ADJ
boxé,ADJ
boyauté,ADJ
boycotté,ADJ
braconné,ADJ
bradé,ADJ
braillé,ADJ
braisé,ADJ
brancardé,ADJ
branché,ADJ
brandi,ADJ
brandillé,ADJ
branlé,ADJ
branloché,ADJ
braqué,ADJ
brasé,ADJ
brassé,ADJ
brasseyé,ADJ
bravé,ADJ
brayé,ADJ
bredouillé,ADJ
brélé,ADJ
bréler,VERB
brêlé,ADJ
brellé,ADJ
brésillé,ADJ
bretonnisé,ADJ
bretté,ADJ
brettelé,ADJ
breveté,ADJ
bricolé,ADJ
briefé,ADJ
briffé,ADJ
brigandé,ADJ
brigué,ADJ
brillanté,ADJ
brillantiné,ADJ
brimbalé,ADJ
brimé,ADJ
bringuebalé,ADJ
brinquebalé,ADJ
brioché,ADJ
briqué,ADJ
briqueté,ADJ
brisé,ADJ
brise-copeau,NOUN
brise-lame,NOUN
brise-motte,NOUN
brisetout,NOUN
broadcasté,ADJ
brocanté,ADJ
brocardé,ADJ
broché,ADJ
brodé,ADJ
bronzé,ADJ
brossé,ADJ
brouetté,ADJ
brouillé,ADJ
brouillonné,ADJ
brouté,ADJ
broyé,ADJ
brui,ADJ
bruité,ADJ
bruler,VERB
brulé,NOUN
brulé,ADJ
brule-bout,NOUN
brule-gueule,NOUN
brumisé,ADJ
bruni,ADJ
brusqué,ADJ
brutalisé,ADJ
buche,NOUN
bucher,VERB
buché,ADJ
bûché,ADJ
bucheron,NOUN
bucheronner,VERB
budgété,ADJ
budgétisé,ADJ
bugué,ADJ
bulldozeur,NOUN
bullfinch,NOUN
bunkerisé,ADJ
bunkérisé,ADJ
bureaucratisé,ADJ
buriné,ADJ
burka,NOUN
burnout,NOUN
busé,ADJ
buté,ADJ
butiné,ADJ
butté,ADJ
c’est,PRON
c’est-à-dire,CCONJ
cabané,ADJ
câblé,ADJ
cabossé,ADJ
cabré,ADJ
cacahouète,NOUN
cacaoui,NOUN
caché,ADJ
cachecache,NOUN
cacheté,ADJ
cachoterie,NOUN
cachotier,NOUN
cachotté,ADJ
cachoube,NOUN
cachoube,ADJ
cadastré,ADJ
cadeauté,ADJ
cadenassé,ADJ
cadencé,ADJ
cadoter,VERB
cadoté,ADJ
cadré,ADJ
cafardé,ADJ
cafeté,ADJ
cafté,ADJ
cahoté,ADJ
cahutte,NOUN
caillassé,ADJ
caillé,ADJ
caillebotté,ADJ
caillouté,ADJ
caïmanté,ADJ
cajolé,ADJ
calaminé,ADJ
calamistré,ADJ
calandré,ADJ
calcifié,ADJ
calciné,ADJ
calculé,ADJ
caldéra,NOUN
calé,ADJ
caléidoscope,NOUN
caléidoscopique,ADJ
calepiné,ADJ
caleté,ADJ
calfaté,ADJ
calfeutré,ADJ
calibré,ADJ
câliné,ADJ
calligraphié,ADJ
calmé,ADJ
calorifugé,ADJ
calorisé,ADJ
calotté,ADJ
calqué,ADJ
calté,ADJ
cambré,ADJ
cambriolé,ADJ
cambuté,ADJ
caméraman,NOUN
camionné,ADJ
camouflé,ADJ
campé,ADJ
canalisé,ADJ
canaque,NOUN
canaque,ADJ
canara,NOUN
canardé,ADJ
cancérisé,ADJ
candi,ADJ
canné,ADJ
cannibalisé,ADJ
canonisé,ADJ
canonné,ADJ
cantonné,ADJ
canulé,ADJ
caoutchouté,ADJ
capahuté,ADJ
caparaçonné,ADJ
capelé,ADJ
capella,ADV
capillotracté,ADJ
capitalisé,ADJ
capitonné,ADJ
caporalisé,ADJ
capoté,ADJ
capsulé,ADJ
capté,ADJ
captivé,ADJ
capturé,ADJ
capuchonné,ADJ
caqué,ADJ
caractérisé,ADJ
caracul,NOUN
carambolé,ADJ
caramélisé,ADJ
carapaté,ADJ
carbonaté,ADJ
carbonisé,ADJ
carbonitruré,ADJ
carburé,ADJ
carencé,ADJ
caréné,ADJ
caressé,ADJ
carferry,NOUN
cargué,ADJ
caricaturé,ADJ
carié,ADJ
carillonné,ADJ
carmé,ADJ
carminé,ADJ
carnifié,ADJ
carnotset,NOUN
carotté,ADJ
caroublé,ADJ
carrelé,ADJ
carrossé,ADJ
carroyé,ADJ
carté,ADJ
cartographié,ADJ
cartonné,ADJ
casé,ADJ
caséifié,ADJ
casematé,ADJ
caserné,ADJ
casqué,ADJ
cassé,ADJ
casse-couille,NOUN
casse-couille,ADJ
casse-croute,NOUN
casse-crouter,VERB
casse-noisette,NOUN
casse-patte,NOUN
casse-pied,NOUN
casse-pied,ADJ
cassetout,NOUN
cassetout,ADJ
castagné,ADJ
castré,ADJ
catalogué,ADJ
catalysé,ADJ
catapulté,ADJ
catastrophé,ADJ
catéchisé,ADJ
catégorisé,ADJ
catholicisé,ADJ
catiné,ADJ
causé,ADJ
cautérisé,ADJ
cautionné,ADJ
cavalé,ADJ
cavé,ADJ
caviardé,ADJ
cédé,ADJ
cégotté,ADJ
ceint,ADJ
ceinturé,ADJ
celé,ADJ
célébré,ADJ
céliaque,ADJ
céliochirurgie,NOUN
célioscope,NOUN
célioscopie,NOUN
célioscopique,ADJ
cémenté,ADJ
cendré,ADJ
censuré,ADJ
cent-et-unième,NOUN
cent-et-unième,ADJ
centé,ADJ
centrale,NOUN
centrale,ADJ
centralisé,ADJ
centré,ADJ
centrifugé,ADJ
centuplé,ADJ
cerclé,ADJ
cérébralisé,ADJ
cerné,ADJ
certifié,ADJ
cervoliste,NOUN
cervoliste,ADJ
césarisé,ADJ
cessé,ADJ
c’est-à-dire,SCONJ
cétérac,NOUN
ch’timi,NOUN
ch’timi,ADJ
chablé,ADJ
chachacha,NOUN
chacone,NOUN
chagriné,ADJ
chahuté,ADJ
chaine,NOUN
chainer,VERB
chainé,ADJ
chaîné,ADJ
chalenge,NOUN
chalengeur,NOUN
chaluté,ADJ
chamaillé,ADJ
chamane,NOUN
chamarré,ADJ
chambardé,ADJ
chamboulé,ADJ
chambré,ADJ
chamérops,NOUN
chamoisé,ADJ
champagnisé,ADJ
champlevé,ADJ
chancèlement,NOUN
chanci,ADJ
chanfreiné,ADJ
changé,ADJ
chansonné,ADJ
chanstiqué,ADJ
chanté,ADJ
chantonné,ADJ
chantoung,NOUN
chantourné,ADJ
chapardé,ADJ
chapeauté,ADJ
chapelé,ADJ
chaperonné,ADJ
chapitré,ADJ
chaponné,ADJ
chaptalisé,ADJ
charbonné,ADJ
charclé,ADJ
charcuté,ADJ
charioté,ADJ
charmé,ADJ
charpenté,ADJ
charrié,ADJ
charrioté,ADJ
charroyé,ADJ
chartérisé,ADJ
chassé,ADJ
chasse-mouche,NOUN
chasse-pierre,NOUN
châtaigné,ADJ
châteaubriant,NOUN
châtié,ADJ
chatouillé,ADJ
châtré,ADJ
chauffé,ADJ
chauffe-pied,NOUN
chaulé,ADJ
chaumé,ADJ
chaussé,ADJ
chaviré,ADJ
checkup,NOUN
chef-d’œuvre,NOUN
cheik,NOUN
chélaté,ADJ
chemisé,ADJ
chèques-restaurants,NOUN
cherché,ADJ
chercheure,NOUN
chevalé,ADJ
chevauché,ADJ
chevillé,ADJ
chevronné,ADJ
chiadé,ADJ
chicané,ADJ
chichekébab,NOUN
chicoré,ADJ
chicorné,ADJ
chicoté,ADJ
chicotté,ADJ
chié,ADJ
chiffonné,ADJ
chiffré,ADJ
chimé,ADJ
chiné,ADJ
chipé,ADJ
chiqueté,ADJ
chirographié,ADJ
chlasse,ADJ
chleu,NOUN
chleu,ADJ
chlinguer,VERB
chloré,ADJ
chloroformé,ADJ
chloruré,ADJ
chocotté,ADJ
chofé,ADJ
choisi,ADJ
chômé,ADJ
chopé,ADJ
choqué,ADJ
chorégraphié,ADJ
chosé,ADJ
chosifié,ADJ
chouchouté,ADJ
choufé,ADJ
chouravé,ADJ
chouré,ADJ
chouriné,ADJ
chowchow,NOUN
christianisé,ADJ
chromé,ADJ
chroniqué,ADJ
chronométré,ADJ
chroumé,ADJ
chrysocole,NOUN
chtonien,ADJ
chuchoté,ADJ
ciblé,ADJ
cicatrisé,ADJ
cimenté,ADJ
cinématographié,ADJ
cingalais,NOUN
cingalais,ADJ
cinquante-et-unième,NOUN
cinquante-et-unième,ADJ
cintré,ADJ
circonscrit,ADJ
circonstancié,ADJ
circonvenu,ADJ
circularisé,ADJ
cisaillé,ADJ
ciselé,ADJ
civilisé,ADJ
claboté,ADJ
claché,ADJ
clafouti,NOUN
clairevoie,NOUN
claironné,ADJ
clairsemé,ADJ
clamé,ADJ
clamecé,ADJ
clampé,ADJ
clapé,ADJ
clapi,ADJ
claqué,ADJ
claquemuré,ADJ
clarifié,ADJ
classé,ADJ
classifié,ADJ
claustré,ADJ
clavé,ADJ
claveté,ADJ
clavetté,ADJ
clayonné,ADJ
clephte,NOUN
clicclac,NOUN
clienté,ADJ
cligné,ADJ
climatisé,ADJ
clippé,ADJ
clippeur,NOUN
clipsé,ADJ
clissé,ADJ
clivé,ADJ
clochardisé,ADJ
cloisonné,ADJ
cloitre,NOUN
cloitrer,VERB
cloitré,ADJ
cloîtré,ADJ
cloné,ADJ
cloqué,ADJ
clôturé,ADJ
cloué,ADJ
clouté,ADJ
co-encadré,ADJ
co-extrudé,ADJ
co-possible,ADJ
coaché,ADJ
coagulé,ADJ
coanimé,ADJ
coassé,ADJ
cocalisé,ADJ
côcher,VERB
coché,ADJ
côché,ADJ
cochonné,ADJ
coconstruit,ADJ
cocooné,ADJ
cocréé,ADJ
cocufié,ADJ
codé,ADJ
codécidé,ADJ
codifié,ADJ
codirigé,ADJ
coédité,ADJ
coencadré,ADJ
coextrudé,ADJ
cofabriqué,ADJ
coffré,ADJ
cofinancé,ADJ
cofondé,ADJ
cogéré,ADJ
cogité,ADJ
cogné,ADJ
coiffé,ADJ
coincé,ADJ
coincoin,NOUN
cokéfié,ADJ
coksé,ADJ
cola,NOUN
colatier,NOUN
colbac,NOUN
collaboré,ADJ
collatéralisé,ADJ
collationné,ADJ
collé,ADJ
collecté,ADJ
collectionné,ADJ
collectivisé,ADJ
colletaillé,ADJ
colleté,ADJ
colligé,ADJ
collisionné,ADJ
colloqué,ADJ
colmaté,ADJ
coloré,ADJ
colorié,ADJ
colorisé,ADJ
colporté,ADJ
coltiné,ADJ
combattif,ADJ
combattivité,NOUN
combattu,ADJ
comblé,ADJ
combucha,NOUN
comeback,NOUN
commandé,ADJ
commandité,ADJ
commémoré,ADJ
commencé,ADJ
commenté,ADJ
commercialisé,ADJ
commissionné,ADJ
commité,ADJ
commotionné,ADJ
commué,ADJ
communalisé,ADJ
communautarisé,ADJ
commuté,ADJ
compacté,ADJ
comparaitre,VERB
comparé,ADJ
compartimenté,ADJ
compassé,ADJ
compensé,ADJ
compilé,ADJ
compissé,ADJ
complémenté,ADJ
complété,ADJ
complétement,NOUN
complétement,ADV
complexé,ADJ
complexifié,ADJ
complimenté,ADJ
compliqué,ADJ
comploté,ADJ
comporté,ADJ
composté,ADJ
compressé,ADJ
compris,ADJ
comptabilisé,ADJ
compté,ADJ
compte-fil,NOUN
compte-goutte,NOUN
compte-minute,NOUN
compte-tour,NOUN
compulsé,ADJ
computé,ADJ
conard,NOUN
conasse,NOUN
concassé,ADJ
concaténé,ADJ
concédé,ADJ
concélébré,ADJ
conceptualisé,ADJ
concerté,ADJ
conchié,ADJ
concilié,ADJ
conclu,ADJ
concocté,ADJ
concouru,ADJ
concrété,ADJ
concrétisé,ADJ
conçu,ADJ
concurrencé,ADJ
condimenté,ADJ
conditionné,ADJ
condottière,NOUN
conduite,NOUN
confectionné,ADJ
conféré,ADJ
confessé,ADJ
confiancé,ADJ
confié,ADJ
configuré,ADJ
confirmé,ADJ
confisqué,ADJ
confituré,ADJ
confondu,ADJ
conformé,ADJ
conforté,ADJ
