LEMMA,POS
absolutoire,ADJ
absorbable,ADJ
absorbance,NOUN
absorbant,ADJ
absorbé,ADJ
absorbement,NOUN
absorber,VERB
absorbeur,NOUN
absorptif,ADJ
absorptiométrie,NOUN
absorption,NOUN
absorptivité,NOUN
absoudre,VERB
absous,ADJ
absout,ADJ
absoute,NOUN
abstème,ADJ
abstème,NOUN
absteni,ADJ
abstenir,VERB
abstention,NOUN
abstentionnisme,NOUN
abstentionniste,ADJ
abstentionniste,NOUN
abstinence,NOUN
abstinent,ADJ
abstinent,NOUN
abstract,NOUN
abstracteur,NOUN
abstractif,ADJ
abstraction,NOUN
abstractionnisme,NOUN
abstracto,ADV
abstraire,VERB
abstrait,ADJ
abstrait,NOUN
abstraitement,ADV
abstrus,ADJ
absurde,ADJ
absurde,NOUN
absurdement,ADV
absurdisme,NOUN
absurdiste,ADJ
absurdiste,NOUN
absurdité,NOUN
absurdo,ADV
abus,NOUN
abusé,ADJ
abuser,VERB
abuseur,ADJ
abuseur,NOUN
abusif,ADJ
abusivement,ADV
abutyrotomofilogène,ADJ
abyme,NOUN
abyssal,ADJ
abysse,NOUN
abyssin,ADJ
abyssin,NOUN
abyssinien,ADJ
abyssinien,NOUN
abyssopélagique,ADJ
abzyme,NOUN
ac,INTJ
acabit,NOUN
acacia,NOUN
académicien,ADJ
académicien,NOUN
académie,NOUN
académique,ADJ
académiquement,ADV
académisable,ADJ
académisme,NOUN
académiste,NOUN
acadianisme,NOUN
acadien,ADJ
acadien,NOUN
acagnardé,ADJ
acagnarder,VERB
acajou,ADJ
acajou,NOUN
acalèphe,NOUN
acalorique,ADJ
acanthacée,NOUN
acanthaire,NOUN
acanthe,NOUN
acanthocéphale,NOUN
acanthoptérygien,NOUN
acanthure,NOUN
acare,NOUN
acariasis,NOUN
acariâtre,ADJ
acariâtreté,NOUN
acaricide,ADJ
acaricide,NOUN
acaride,NOUN
acarien,NOUN
acariose,NOUN
acarus,NOUN
acatalasémie,NOUN
acatène,ADJ
acathisie,NOUN
acathiste,ADJ
acaule,ADJ
acausal,ADJ
accablant,ADJ
accablant,NOUN
accablé,ADJ
accablement,NOUN
accabler,VERB
accalmie,NOUN
accalmir,VERB
accaparant,ADJ
accaparation,NOUN
accaparé,ADJ
accaparement,NOUN
accaparer,VERB
accapareur,ADJ
accapareur,NOUN
accastillage,NOUN
accastillé,ADJ
accastiller,VERB
accastilleur,NOUN
accédant,NOUN
accédé,ADJ
accéder,VERB
accelerando,ADV
accélérando,ADV
accélérando,NOUN
accélérateur,ADJ
accélérateur,NOUN
accélération,NOUN
accélératoire,ADJ
accéléré,ADJ
accélérer,VERB
accélérine,NOUN
accélérographe,NOUN
accéléromètre,NOUN
accélérométrie,NOUN
accent,NOUN
accenteur,NOUN
accentuable,ADJ
accentuation,NOUN
accentué,ADJ
accentuel,ADJ
accentuer,VERB
acceptabilité,NOUN
acceptable,ADJ
acceptablement,ADV
acceptant,ADJ
acceptant,NOUN
acceptation,NOUN
accepté,ADJ
accepter,VERB
accepteur,NOUN
acception,NOUN
accès,NOUN
accesseur,NOUN
accessibilité,NOUN
accessible,ADJ
accession,NOUN
accessit,NOUN
accessoire,ADJ
accessoire,NOUN
accessoirement,ADV
accessoirisé,ADJ
accessoiriser,VERB
accessoiriste,ADJ
accessoiriste,NOUN
accident,NOUN
accidentalité,NOUN
accidenté,ADJ
accidenté,NOUN
accidentel,ADJ
accidentellement,ADV
accidenter,VERB
accidentogène,ADJ
accidentologie,NOUN
accidentologue,NOUN
accipitridé,NOUN
accise,NOUN
acclamateur,NOUN
acclamation,NOUN
acclamé,ADJ
acclamer,VERB
acclimatable,ADJ
acclimatation,NOUN
acclimaté,ADJ
acclimatement,NOUN
acclimater,VERB
accœurer,VERB
accointance,NOUN
accointé,ADJ
accointer,VERB
accolade,NOUN
accoladé,ADJ
accolader,VERB
accolage,NOUN
accolé,ADJ
accolement,NOUN
accoler,VERB
accommodable,ADJ
accommodage,NOUN
accommodant,ADJ
accommodant,NOUN
accommodat,NOUN
accommodateur,ADJ
accommodation,NOUN
accommodé,ADJ
accommodement,NOUN
accommoder,VERB
accompagnant,ADJ
accompagnateur,ADJ
accompagnateur,NOUN
accompagné,ADJ
accompagnement,NOUN
accompagner,VERB
accompli,ADJ
accomplir,VERB
accomplissement,NOUN
accon,NOUN
acconage,NOUN
acconier,NOUN
accoquiné,ADJ
accoquiner,VERB
accord,NOUN
accordable,ADJ
accordage,NOUN
accordailles,NOUN
accordé,ADJ
accordé,NOUN
accordement,NOUN
accordéon,NOUN
accordéoniste,NOUN
accorder,VERB
accorderie,NOUN
accordeur,NOUN
accordoir,NOUN
accore,ADJ
accore,NOUN
accoré,ADJ
accorer,VERB
accorné,ADJ
accort,ADJ
accortement,ADV
accostable,ADJ
accostage,NOUN
accosté,ADJ
accoster,VERB
accot,NOUN
accoté,ADJ
accotement,NOUN
accoter,VERB
accotoir,NOUN
accouardir,VERB
accouché,ADJ
accouchée,NOUN
accouchement,NOUN
accoucher,VERB
accoucheur,ADJ
accoucheur,NOUN
accoudé,ADJ
accoudement,NOUN
accouder,VERB
accoudoir,NOUN
accoué,ADJ
accouer,VERB
accouple,NOUN
accouplé,ADJ
accouplement,NOUN
accoupler,VERB
accoupleur,NOUN
accourci,ADJ
accourcir,VERB
accourcissement,NOUN
accouri,ADJ
accourir,VERB
accourse,NOUN
accoutré,ADJ
accoutrement,NOUN
accoutrer,VERB
accoutumance,NOUN
accoutumé,ADJ
accoutumer,VERB
accouvage,NOUN
accouveur,NOUN
accréditation,NOUN
accrédité,ADJ
accréditement,NOUN
accréditer,VERB
accréditeur,NOUN
accréditif,ADJ
accrescent,ADJ
accrété,ADJ
accréter,VERB
accrétion,NOUN
accro,ADJ
accro,NOUN
accrobranche,NOUN
accroc,NOUN
accrochage,NOUN
accroche,NOUN
accroché,ADJ
accroche-cœur,NOUN
accroche-plat,NOUN
accroche-poisson,NOUN
accroche-tasse,NOUN
accrochement,NOUN
accrocher,VERB
accrocheur,ADJ
accrocheur,NOUN
accroire,VERB
accroissement,NOUN
accroitre,VERB
accroître,VERB
accroupi,ADJ
accroupir,VERB
accroupissement,NOUN
accru,ADJ
accu,NOUN
accueil,NOUN
accueillant,ADJ
accueilli,ADJ
accueillir,VERB
accul,NOUN
acculé,ADJ
acculer,VERB
acculturatif,ADJ
acculturation,NOUN
acculturé,ADJ
acculturer,VERB
accumulateur,ADJ
accumulateur,NOUN
accumulation,NOUN
accumulé,ADJ
accumuler,VERB
accusable,ADJ
accusateur,ADJ
accusateur,NOUN
accusatif,ADJ
accusatif,NOUN
accusation,NOUN
accusatoire,ADJ
accusé,ADJ
accusé,NOUN
accuser,VERB
ace,NOUN
acédie,NOUN
acellulaire,ADJ
acensé,ADJ
acenser,VERB
acentrique,ADJ
acéphale,ADJ
acéphale,NOUN
acéphalie,NOUN
acéracée,ADJ
acéracée,NOUN
acerbe,ADJ
acerbité,NOUN
acéré,ADJ
acérer,VERB
acéricole,ADJ
acériculteur,NOUN
acériculture,NOUN
acérola,NOUN
acescence,NOUN
acescent,ADJ
acésulfame,NOUN
acétabulaire,ADJ
acétabulaire,NOUN
acétal,NOUN
acétaldéhyde,NOUN
acétalisation,NOUN
acétamide,NOUN
acétaminophène,NOUN
acétanilide,NOUN
acétate,NOUN
acéteux,ADJ
acétification,NOUN
acétifié,ADJ
acétifier,VERB
acétimètre,NOUN
acétique,ADJ
acétobacter,NOUN
acétocellulose,NOUN
acétone,NOUN
acétonémie,NOUN
acétonémique,ADJ
acétonique,ADJ
acétonitrile,NOUN
acétonurie,NOUN
acétophénone,NOUN
acétylation,NOUN
acétylcellulose,NOUN
acétylcholine,NOUN
acétylcoenzyme,NOUN
acétylcystéine,NOUN
acétyle,NOUN
acétylé,ADJ
acétylène,NOUN
acétylénique,ADJ
acétyler,VERB
acétylsalicylique,ADJ
acétylure,NOUN
achaine,NOUN
achalandage,NOUN
achalandé,ADJ
achalander,VERB
achalasie,NOUN
achalé,ADJ
achaler,VERB
achards,NOUN
acharné,ADJ
acharné,NOUN
acharnement,NOUN
acharner,VERB
achars,NOUN
achat,NOUN
ache,NOUN
achéen,ADJ
achéen,NOUN
acheiropoïète,ADJ
achéménide,ADJ
achéménide,NOUN
acheminé,ADJ
acheminement,NOUN
acheminer,VERB
achemineur,NOUN
achène,NOUN
achetable,ADJ
acheté,ADJ
achète,NOUN
acheter,VERB
acheteur,ADJ
acheteur,NOUN
acheuléen,ADJ
achevé,ADJ
achèvement,NOUN
achever,VERB
achigan,NOUN
achillée,NOUN
achiral,ADJ
acholie,NOUN
achondroplase,NOUN
achondroplasie,NOUN
achoppé,ADJ
achoppement,NOUN
achopper,VERB
achromat,NOUN
achromaticité,NOUN
achromatique,ADJ
achromatisation,NOUN
achromatisé,ADJ
achromatiser,VERB
achromatisme,NOUN
achromatopsie,NOUN
achrome,ADJ
achromie,NOUN
achromique,ADJ
achronique,ADJ
achylie,NOUN
aciclovir,NOUN
aciculaire,ADJ
acidalie,NOUN
acide,ADJ
acide,NOUN
acidifiable,ADJ
acidifiant,ADJ
acidification,NOUN
acidifié,ADJ
acidifier,VERB
acidimètre,NOUN
acidimétrie,NOUN
acidiphile,ADJ
acidité,NOUN
acido-basique,ADJ
acidobasique,ADJ
acidocétose,NOUN
acidophile,ADJ
acidose,NOUN
acidulé,ADJ
aciduler,VERB
acier,NOUN
aciérage,NOUN
aciération,NOUN
aciéré,ADJ
aciérer,VERB
aciéreux,ADJ
aciérie,NOUN
aciériste,NOUN
acinésie,NOUN
acineux,ADJ
acinus,NOUN
aciselé,ADJ
aciseler,VERB
aclinique,ADJ
aclonifen,NOUN
acmé,NOUN
acné,NOUN
acnéique,ADJ
acnéique,NOUN
acœlomate,NOUN
acolytat,NOUN
acolyte,NOUN
acomat,NOUN
acompte,NOUN
acon,NOUN
aconage,NOUN
aconier,NOUN
aconit,NOUN
aconitine,NOUN
acoquinant,ADJ
acoquiné,ADJ
acoquinement,NOUN
acoquiner,VERB
acore,NOUN
acotylédone,ADJ
acotylédone,NOUN
acoumastique,NOUN
acoumètre,NOUN
acoumétrie,NOUN
acouphène,NOUN
acousmatique,ADJ
acousmie,NOUN
acousticien,NOUN
acoustique,ADJ
acoustique,NOUN
acoustiquement,ADV
acquéresse,NOUN
acquéreur,ADJ
acquéreur,NOUN
acquéri,ADJ
acquérir,VERB
acquêt,NOUN
acquiescement,NOUN
acquiescer,VERB
acquis,NOUN
acquisitif,ADJ
acquisition,NOUN
acquit,NOUN
acquit-à-caution,NOUN
acquits-à-caution,NOUN
acquittable,ADJ
acquitté,ADJ
acquitté,NOUN
acquittement,NOUN
acquitter,VERB
acra,NOUN
acratopège,ADJ
acre,NOUN
âcre,ADJ
âcrement,ADV
âcreté,NOUN
acridien,ADJ
acridien,NOUN
acridine,NOUN
acrimonie,NOUN
acrimonieusement,ADV
acrimonieux,ADJ
acroamatique,ADJ
acrobate,NOUN
acrobatie,NOUN
acrobatique,ADJ
acrobatiquement,ADV
acrocarpe,ADJ
acrocentrique,ADJ
acrocéphale,ADJ
acrocéphalie,NOUN
acrocyanose,NOUN
acrodermatite,NOUN
acrodynie,NOUN
acroléine,NOUN
acromégalie,NOUN
acromégalique,ADJ
acromial,ADJ
acromion,NOUN
acron,NOUN
acronyme,NOUN
acronymie,NOUN
acronyque,ADJ
acroparesthésie,NOUN
acropathie,NOUN
acrophobie,NOUN
acropole,NOUN
acrosine,NOUN
acrosome,NOUN
acrosomial,ADJ
acrosomique,ADJ
acrosport,NOUN
acrostiche,NOUN
acrotère,NOUN
acrotomophilie,NOUN
acrylamide,NOUN
acrylate,NOUN
acrylique,ADJ
acrylique,NOUN
acrylonitrile,NOUN
actance,NOUN
actanciel,ADJ
actant,NOUN
acte,NOUN
acté,ADJ
actée,NOUN
actéon,NOUN
acter,VERB
acteur,NOUN
actif,ADJ
actif,NOUN
actigramme,NOUN
actine,NOUN
acting-out,NOUN
actiniaire,NOUN
actinide,NOUN
actinidia,NOUN
actinie,NOUN
actinique,ADJ
actinisme,NOUN
actinite,NOUN
actinium,NOUN
actinobacillose,NOUN
actinologie,NOUN
actinomètre,NOUN
actinométrie,NOUN
actinométrique,ADJ
actinomycète,NOUN
actinomycine,NOUN
actinomycose,NOUN
actinopode,NOUN
actinoptérygien,NOUN
actinote,NOUN
actinothérapie,NOUN
action,NOUN
actionnable,ADJ
actionnaire,NOUN
actionnarial,ADJ
actionnariat,NOUN
actionné,ADJ
actionnement,NOUN
actionner,VERB
actionneur,NOUN
actionnisme,NOUN
activable,ADJ
activateur,ADJ
activateur,NOUN
activation,NOUN
activé,ADJ
activement,ADV
activer,VERB
activeur,NOUN
activisme,NOUN
activiste,ADJ
activiste,NOUN
activité,NOUN
actorat,NOUN
actu,NOUN
actuaire,NOUN
actualisable,ADJ
actualisation,NOUN
actualisé,ADJ
actualiser,VERB
actualisme,NOUN
actualité,NOUN
actuariat,NOUN
actuariel,ADJ
actuation,NOUN
actuel,ADJ
actuel,NOUN
actuellement,ADV
acuité,NOUN
acul,NOUN
aculéate,NOUN
acumen,NOUN
acuminé,ADJ
acuponcteur,NOUN
acuponcture,NOUN
acupuncteur,NOUN
acupuncture,NOUN
acutance,NOUN
acutangle,ADJ
acyclicité,NOUN
acyclique,ADJ
acylation,NOUN
acyle,NOUN
acyltransférase,NOUN
ad,ADV
adage,NOUN
adagietto,NOUN
adagio,ADV
adagio,NOUN
adamantin,ADJ
adamique,ADJ
adamisme,NOUN
adamite,ADJ
adamite,NOUN
adaptabilité,NOUN
adaptable,ADJ
adaptateur,ADJ
adaptateur,NOUN
adaptatif,ADJ
adaptation,NOUN
adapté,ADJ
adapter,VERB
adatome,NOUN
add-on,NOUN
addax,NOUN
addenda,NOUN
addendum,NOUN
addict,ADJ
addict,NOUN
addictif,ADJ
addiction,NOUN
addictogène,ADJ
addictologie,NOUN
addictologique,ADJ
addictologue,NOUN
addisonien,ADJ
addisonien,NOUN
additif,ADJ
addition,NOUN
additionnable,ADJ
additionné,ADJ
additionnel,ADJ
additionnellement,ADV
additionner,VERB
additionneur,NOUN
additivement,ADV
additivité,NOUN
adducteur,NOUN
adduction,NOUN
adduit,NOUN
adèle,NOUN
adelphe,ADJ
adelphe,NOUN
adelphie,NOUN
adelphophagie,NOUN
adénine,NOUN
adénite,NOUN
adénocarcinome,NOUN
adénogramme,NOUN
adénohypophyse,NOUN
adénoïde,ADJ
adénoïdectomie,NOUN
adénomatose,NOUN
adénome,NOUN
adénomectomie,NOUN
adénopathie,NOUN
adénosarcome,NOUN
adénosine,NOUN
adénoviral,ADJ
adénovirus,NOUN
adent,NOUN
adeptat,NOUN
adepte,ADJ
adepte,NOUN
adéquat,ADJ
adéquatement,ADV
adéquation,NOUN
adermine,NOUN
aderne,NOUN
adessif,NOUN
adextré,ADJ
adhérence,NOUN
adhérent,ADJ
adhérent,NOUN
adhérer,VERB
adhésif,ADJ
adhésif,NOUN
adhésion,NOUN
adhésivité,NOUN
adiabaticité,NOUN
adiabatique,ADJ
adiabatiquement,ADV
adiabatisme,NOUN
adialectique,ADJ
adiante,NOUN
adiaphorèse,NOUN
adiaphorie,NOUN
adieu,NOUN
adimensionnel,ADJ
adipeux,ADJ
adipeux,NOUN
adipique,ADJ
adipocyte,NOUN
adipolyse,NOUN
adipopexie,NOUN
adipose,NOUN
adiposité,NOUN
adiposo-génital,ADJ
adiposogénital,ADJ
adipsie,NOUN
adique,ADJ
adire,VERB
adiré,ADJ
adirer,VERB
adjacence,NOUN
adjacent,ADJ
adjectif,ADJ
adjectif,NOUN
adjectival,ADJ
adjectivation,NOUN
adjectivé,ADJ
adjectivement,ADV
adjectiver,VERB
adjectivisation,NOUN
adjectivisé,ADJ
adjectiviser,VERB
adjoindre,VERB
adjoint,ADJ
adjoint,NOUN
adjonction,NOUN
adjudant,NOUN
adjudant-chef,NOUN
adjudante-chef,NOUN
adjudante-cheffe,NOUN
adjudantes-cheffes,NOUN
adjudantes-chefs,NOUN
adjudants-chefs,NOUN
adjudicataire,ADJ
adjudicataire,NOUN
adjudicateur,NOUN
adjudicatif,ADJ
adjudication,NOUN
adjugé,ADJ
adjuger,VERB
adjuration,NOUN
adjuré,ADJ
adjurer,VERB
adjuteur,NOUN
adjuvant,ADJ
adjuvant,NOUN
adjuvat,NOUN
adlérien,ADJ
adlérien,NOUN
adlérisme,NOUN
admettre,VERB
admin,NOUN
adminicule,NOUN
administrable,ADJ
administrateur,ADJ
administrateur,NOUN
administratif,ADJ
administration,NOUN
administrationaliser,VERB
administrativement,ADV
administré,ADJ
administré,NOUN
administrer,VERB
admirable,ADJ
admirablement,ADV
admirateur,ADJ
admirateur,NOUN
admiratif,ADJ
admiration,NOUN
admirativement,ADV
admiré,ADJ
admirer,VERB
admis,ADJ
admis,NOUN
admissibilité,NOUN
admissible,ADJ
admission,NOUN
admittance,NOUN
admixtion,NOUN
admonestation,NOUN
admonesté,ADJ
admonester,VERB
admoniteur,ADJ
admoniteur,NOUN
admonition,NOUN
adné,ADJ
adné,NOUN
ado,NOUN
adobe,NOUN
adolescence,NOUN
adolescent,ADJ
adolescent,NOUN
adonc,ADV
adoncques,ADV
adonis,NOUN
adonisé,ADJ
adoniser,VERB
adonné,ADJ
adonner,VERB
adoptable,ADJ
adoptant,ADJ
adopté,ADJ
adopté,NOUN
adopter,VERB
adoptif,ADJ
adoption,NOUN
adorable,ADJ
adorablement,ADV
adorant,ADJ
adorateur,ADJ
adorateur,NOUN
adoration,NOUN
adoré,ADJ
adoré,NOUN
adorer,VERB
adorné,ADJ
adorner,VERB
ados,NOUN
adossé,ADJ
adossement,NOUN
adosser,VERB
adoubé,ADJ
adoubement,NOUN
adouber,VERB
adouci,ADJ
adoucir,VERB
adoucissage,NOUN
adoucissant,ADJ
adoucissement,NOUN
adoucisseur,NOUN
adposition,NOUN
adragant,ADJ
adrénaline,NOUN
adrénergique,ADJ
adrénolytique,ADJ
adrénolytique,NOUN
adressable,ADJ
adressage,NOUN
adresse,NOUN
adressé,ADJ
adresser,VERB
adret,NOUN
adriatique,ADJ
adroit,ADJ
adroitement,ADV
adscrit,ADJ
adsorbable,ADJ
adsorbant,ADJ
adsorbat,NOUN
adsorbé,ADJ
adsorber,VERB
adsorbeur,NOUN
adsorption,NOUN
adstrat,NOUN
adulaire,NOUN
adulateur,ADJ
adulateur,NOUN
adulation,NOUN
adulé,ADJ
aduler,VERB
adulescence,NOUN
adulescent,ADJ
adulescent,NOUN
adulte,ADJ
adulte,NOUN
adultération,NOUN
adultéré,ADJ
adultère,NOUN
adultérer,VERB
adultérin,ADJ
adultérin,NOUN
adultisme,NOUN
adustible,ADJ
advection,NOUN
adveni,ADJ
advenir,VERB
adventice,ADJ
adventice,NOUN
adventif,ADJ
adventisme,NOUN
adventiste,ADJ
adventiste,NOUN
adverbe,NOUN
adverbial,ADJ
adverbialement,ADV
adverbialisé,ADJ
adverbialiser,VERB
adverbialité,NOUN
adversaire,ADJ
adversaire,NOUN
adversatif,ADJ
adverse,ADJ
adversité,NOUN
adynamie,NOUN
adynamique,ADJ
aède,NOUN
ægagropile,NOUN
ægipan,NOUN
ægosome,NOUN
ægyrine,NOUN
æpyornis,NOUN
æquo,ADJ
æquo,ADV
aérage,NOUN
aérateur,NOUN
aération,NOUN
aéraulique,ADJ
aéraulique,NOUN
aéré,ADJ
aérenchyme,NOUN
aérer,VERB
aéricole,ADJ
aérien,ADJ
aérifère,ADJ
aériforme,ADJ
aérium,NOUN
aéro-club,NOUN
aérobic,NOUN
aérobie,ADJ
aérobie,NOUN
aérobiologie,NOUN
aérobiologique,ADJ
aérobiose,NOUN
aérobique,ADJ
aérocâble,NOUN
aéroclub,NOUN
aérocolie,NOUN
aérodigestif,ADJ
aérodistorsion,NOUN
aérodrome,NOUN
aérodynamicien,NOUN
aérodynamique,ADJ
aérodynamique,NOUN
aérodynamiquement,ADV
aérodynamisme,NOUN
aérodyne,NOUN
aéroélasticité,NOUN
aéroélectrique,ADJ
aérofrein,NOUN
aérofreinage,NOUN
aérogare,NOUN
aérogastrie,NOUN
aérogel,NOUN
aérogénérateur,NOUN
aéroglisseur,NOUN
aérogramme,NOUN
aérographe,NOUN
aérolite,NOUN
aérolithe,NOUN
aérologie,NOUN
aéromancie,NOUN
aéromaritime,ADJ
aéromètre,NOUN
aérométrie,NOUN
aéromobile,ADJ
aéromodèle,NOUN
aéromodélisme,NOUN
aéromodéliste,NOUN
aéromoteur,NOUN
aéronaute,NOUN
aéronautique,ADJ
